KG090.txt	B	最初	サイショ	サイショ	最初	名詞-普通名詞-副詞可能			サイショ	漢		
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	×	S
KG090.txt	I	ね	ネ	ネ	ね	助詞-終助詞			ネ	和	×	S
KG090.txt	I	。			。	補助記号-句点				記号	×	S
KG090.txt	B	。			。	補助記号-句点				記号	×	S
KG090.txt	B	。			。	補助記号-句点				記号	×	S
KG090.txt	B	ドラマ	ドラマ	ドラマ	ドラマ	名詞-普通名詞-一般			ドラマ	外		
KG090.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG090.txt	I	見	ミ	ミル	見る	動詞-非自立可能	上一段-マ行	連用形-一般	ミル	和		
KG090.txt	I	ながら	ナガラ	ナガラ	ながら	助詞-接続助詞			ナガラ	和		
KG090.txt	I	べんきょう	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢		
KG090.txt	I	知っ	シッ	シル	知る	動詞-一般	五段-ラ行-一般	連用形-促音便	シル	和	し	G
KG090.txt	I	た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	タ	和		
KG090.txt	I	ん	ン	ノ	の	助詞-準体助詞			ン	和	の	G
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	で	G
KG090.txt	I	が	ガ	ガ	が	助詞-接続助詞			ガ	和	×	G
KG090.txt	I	話	ハナシ	ハナシ	話	名詞-普通名詞-サ変可能			ハナシ	和	話す	G
KG090.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	スル	和	×	G
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	っと	ット	ト	と	助詞-格助詞			ット	和	と	G
KG090.txt	I	聞く	キク	キク	聞く	動詞-一般	五段-カ行-一般	連体形-一般	キク	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	大丈夫	ダイジョーブ	ダイジョウブ	大丈夫	形状詞-一般			ダイジョウブ	漢		
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和		
KG090.txt	I	けれど	ケレド	ケレド	けれど	助詞-接続助詞			ケレド	和	が、	S
KG090.txt	I	やパリ	ヤハリ	ヤハリ	矢張り	副詞			ヤハリ	和	やはり	C
KG090.txt	I	書く	カク	カク	書く	動詞-一般	五段-カ行-一般	連体形-一般	カク	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	っと	ット	ト	と	助詞-格助詞			ット	和	と	G
KG090.txt	I	読む	ヨム	ヨム	読む	動詞-一般	五段-マ行	連体形-一般	ヨム	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和		
KG090.txt	I	でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	未然形-一般	デキル	和		
KG090.txt	I	なく	ナク	ナイ	ない	助動詞	助動詞-ナイ	連用形-一般	ナイ	和		
KG090.txt	I	なる	ナル	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連体形-一般	ナル	和	なっ	G,S
KG090.txt	I	ん	ン	ノ	の	助詞-準体助詞			ン	和	て	G,S
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	しまい	G,S
KG090.txt	I	ね	ネ	ネ	ね	助詞-終助詞			ネ	和	ました	G,S
KG090.txt	I	。			。	補助記号-句点				記号		
KG090.txt	B	。			。	補助記号-句点				記号	×	S
KG090.txt	B	だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	ダ	和		
KG090.txt	I	から	カラ	カラ	から	助詞-接続助詞			カラ	和		
KG090.txt	I	私	ワタクシ	ワタクシ	私-代名詞	代名詞			ワタクシ	和	×	S
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和	×	S
KG090.txt	I	今	イマ	イマ	今	名詞-普通名詞-副詞可能			イマ	和		
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	バイト	バイト	バイト	バイト-Arbeit	名詞-普通名詞-サ変可能			バイト	外		
KG090.txt	I	で	デ	デ	で	助詞-格助詞			デ	和		
KG090.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固		
KG090.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG090.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG090.txt	I	書き	カキ	カク	書く	動詞-一般	五段-カ行-一般	連用形-一般	カク	和	書い	G
KG090.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和		
KG090.txt	I	読み	ヨミ	ヨム	読む	動詞-一般	五段-マ行	連用形-一般	ヨム	和	読ん	G
KG090.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和	だり	G
KG090.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	スル	和	×	G
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和	×	G
KG090.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和	×	G
KG090.txt	I	知っ	シッ	シル	知る	動詞-一般	五段-ラ行-一般	連用形-促音便	シル	和	し	G
KG090.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和		
KG090.txt	I	い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	イル	和		
KG090.txt	I	ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	マス	和		
KG090.txt	I	。			。	補助記号-句点				記号		
KG090.txt	B	私	ワタクシ	ワタクシ	私-代名詞	代名詞			ワタクシ	和		
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	×	S
KG090.txt	I	ね	ネ	ネ	ね	助詞-終助詞			ネ	和	×	S
KG090.txt	I	、			、	補助記号-読点				記号		
KG090.txt	I	できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	デキル	和		
KG090.txt	I	だけ	ダケ	ダケ	だけ	助詞-副助詞			ダケ	和		
KG090.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固		
KG090.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG090.txt	I	と	ト	ト	と	助詞-格助詞			ト	和		
KG090.txt	I	か	カ	カ	か	助詞-副助詞			カ	和		
KG090.txt	I	仕事	シゴト	シゴト	仕事	名詞-普通名詞-サ変可能			シゴト	和		
KG090.txt	I	と	ト	ト	と	助詞-格助詞			ト	和		
KG090.txt	I	か	カ	カ	か	助詞-副助詞			カ	和		
KG090.txt	I	楽しく	タノシク	タノシイ	楽しい	形容詞-一般	形容詞	連用形-一般	タノシイ	和		
KG090.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	スル	和	したい	G
KG090.txt	I	性格	セーカク	セイカク	性格	名詞-普通名詞-一般			セイカク	漢		
KG090.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和		
KG090.txt	I	の	ノ	ノ	の	助詞-準体助詞			ノ	和		
KG090.txt	I	で	デ	ダ	だ	助動詞	助動詞-ダ	連用形-一般	ダ	和		
KG090.txt	I	背	セ	セ	背	名詞-普通名詞-一般			セ	和	精	C
KG090.txt	I	いっぱい	イッパイ	イッパイ	一杯	名詞-普通名詞-形状詞可能			イッパイ	漢		
KG090.txt	I	じゃ	ジャ	ダ	だ	助動詞	助動詞-ダ	連用形-融合	ダ	和		
KG090.txt	I	無い	ナイ	ナイ	無い	形容詞-非自立可能	形容詞	終止形-一般	ナイ	和	ない	C
KG090.txt	I	けれど	ケレド	ケレド	けれど	助詞-接続助詞			ケレド	和		
KG090.txt	I	がんばっ	ガンバッ	ガンバル	頑張る	動詞-一般	五段-ラ行-一般	連用形-促音便	ガンバル	混		
KG090.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和		
KG090.txt	I	い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	イル	和		
KG090.txt	I	ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	マス	和		
KG090.txt	I	。			。	補助記号-句点				記号		
KG090.txt	B	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固		
KG090.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG090.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG090.txt	I	勉強	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢		
KG090.txt	I	知っ	シッ	シル	知る	動詞-一般	五段-ラ行-一般	連用形-促音便	シル	和	し	G
KG090.txt	I	たら	タラ	タ	た	助動詞	助動詞-タ	仮定形-一般	タ	和	て	G
KG090.txt	I	築く	キズク	キズク	築く	動詞-一般	五段-カ行-一般	連体形-一般	キズク	和	気づいた	C,G
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	やはり	ヤハリ	ヤハリ	矢張り	副詞			ヤハリ	和		
KG090.txt	I	書く	カク	カク	書く	動詞-一般	五段-カ行-一般	連体形-一般	カク	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	の	S
KG090.txt	I	よ	ヨ	ヨ	よ	助詞-終助詞			ヨ	和	大切さ	S,G
KG090.txt	I	ね	ネ	ネ	ね	助詞-終助詞			ネ	和	です	S
KG090.txt	I	。			。	補助記号-句点				記号		
KG090.txt	B	。			。	補助記号-句点				記号	×	S
KG090.txt	B	。			。	補助記号-句点				記号	×	S
KG090.txt	B	一番	イチバン	イチバン	一番	副詞			イチバン	漢		
KG090.txt	I	むずかしい	ムズカシー	ムズカシイ	難しい	形容詞-一般	形容詞	連体形-一般	ムズカシイ	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和	は	G
KG090.txt	I	やはり	ヤハリ	ヤハリ	矢張り	副詞			ヤハリ	和		
KG090.txt	I	書く	カク	カク	書く	動詞-一般	五段-カ行-一般	連体形-一般	カク	和		
KG090.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG090.txt	I	打	ダ	ダ	打	接尾辞-名詞的-一般			ダ	漢	だ	C
KG090.txt	I	と	ト	ト	と	助詞-格助詞			ト	和		
KG090.txt	I	思い	オモイ	オモウ	思う	動詞-一般	五段-ワア行-一般	連用形-一般	オモウ	和		
KG090.txt	I	ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	マス	和		
KG090.txt	I	。			。	補助記号-句点				記号		
KG090.txt	B	和	ワ	ワ	和	名詞-普通名詞-一般			ワ	漢	私	C
KG090.txt	I	以外	イガイ	イガイ	以外	名詞-普通名詞-副詞可能			イガイ	漢		
KG090.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和		
KG090.txt	I	学生	ガクセー	ガクセイ	学生	名詞-普通名詞-一般			ガクセイ	漢	人	C,G
KG090.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG090.txt	I	知ら	シラ	シル	知る	動詞-一般	五段-ラ行-一般	未然形-一般	シル	和	どうか	S,G
KG090.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	ナイ	和	わかり	S,G
KG090.txt	I	ん	ン	ノ	の	助詞-準体助詞			ン	和	ませ	S,G
KG090.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	ん	S,G
KG090.txt	I	が	ガ	ガ	が	助詞-接続助詞			ガ	和	が、	S,G
KG090.txt	I	多分	タブン	タブン	多分	副詞			タブン	漢		
KG090.txt	I	それ	ソレ	ソレ	其れ	代名詞			ソレ	和		
KG090.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和		
KG090.txt	I	一番	イチバン	イチバン	一番	副詞			イチバン	漢		
KG090.txt	I	むずかしい	ムズカシー	ムズカシイ	難しい	形容詞-一般	形容詞	連体形-一般	ムズカシイ	和		
KG090.txt	I	打	ウチ	ウチ	打ち	名詞-普通名詞-一般			ウチ	和	×	G,C
KG090.txt	I	と	ト	ト	と	助詞-格助詞			ト	和		
KG090.txt	I	思い	オモイ	オモウ	思う	動詞-一般	五段-ワア行-一般	連用形-一般	オモウ	和		
KG090.txt	I	ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	マス	和		
KG090.txt	I	。			。	補助記号-句点				記号		
