KG082.txt	B	母国	ボコク	ボコク	母国	名詞-普通名詞-一般			ボコク	漢		
KG082.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG082.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和	では	G
KG082.txt	I	なく	ナク	ナイ	無い	形容詞-非自立可能	形容詞	連用形-一般	ナイ	和	ない	G
KG082.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和	×	G
KG082.txt	I	外国	ガイコク	ガイコク	外国	名詞-普通名詞-一般			ガイコク	漢		
KG082.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG082.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG082.txt	I	学ぶ	マナブ	マナブ	学ぶ	動詞-一般	五段-バ行	連体形-一般	マナブ	和		
KG082.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG082.txt	I	ほんと	ホント	ホントウ	本当	名詞-普通名詞-一般			ホント	漢	ほんとう	C
KG082.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和		
KG082.txt	I	むずかしい	ムズカシー	ムズカシイ	難しい	形容詞-一般	形容詞	連体形-一般	ムズカシイ	和		
KG082.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG082.txt	I	だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	ダ	和		
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	むかし	ムカシ	ムカシ	昔	名詞-普通名詞-副詞可能			ムカシ	和		
KG082.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和		
KG082.txt	I	韓国	カンコク	カンコク	韓国	名詞-固有名詞-地名-国			カンコク	固		
KG082.txt	I	で	デ	デ	で	助詞-格助詞			デ	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG082.txt	I	職業	ショクギョー	ショクギョウ	職業	名詞-普通名詞-一般			ショクギョウ	漢	いい	S,C
KG082.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和	就職を	S,C
KG082.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	スル	和		
KG082.txt	I	ため	タメ	タメ	為	名詞-普通名詞-副詞可能			タメ	和		
KG082.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和		
KG082.txt	I	央語	エーゴ	エイゴ	英語	名詞-普通名詞-一般			エイゴ	漢	英語	C
KG082.txt	I	と	ト	ト	と	助詞-格助詞			ト	和	や	S
KG082.txt	I	か	カ	カ	か	助詞-副助詞			カ	和	×	
KG082.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固		
KG082.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG082.txt	I	と	ト	ト	と	助詞-格助詞			ト	和	など	S
KG082.txt	I	か	カ	カ	か	助詞-副助詞			カ	和	を	S
KG082.txt	I	重要	ジューヨー	ジュウヨウ	重要	形状詞-一般			ジュウヨウ	漢		
KG082.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和		
KG082.txt	I	考え	カンガエ	カンガエル	考える	動詞-一般	下一段-ア行	連用形-一般	カンガエル	不明		
KG082.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和		
KG082.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	終止形-一般	イル	和	きた	G
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	それ	ソレ	ソレ	其れ	代名詞			ソレ	和		
KG082.txt	I	で	デ	デ	で	助詞-格助詞			デ	和		
KG082.txt	I	韓国	カンコク	カンコク	韓国	名詞-固有名詞-地名-国			カンコク	固		
KG082.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和		
KG082.txt	I	お	オ	オ	御	接頭辞			オ	和		
KG082.txt	I	母	ハハ	ハハ	母	名詞-普通名詞-一般			ハハ	和		
KG082.txt	I	さん	サン	サン	さん	接尾辞-名詞的-一般			サン	和		
KG082.txt	I	たち	タチ	タチ	達	接尾辞-名詞的-一般			タチ	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG082.txt	I	子ども	コドモ	コドモ	子供	名詞-普通名詞-一般			コドモ	和		
KG082.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和	に幼いときから	S,G
KG082.txt	I	央語	エーゴ	エイゴ	英語	名詞-普通名詞-一般			エイゴ	漢	英語	C
KG082.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和	×	G
KG082.txt	I	べんきょう	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢	×	G
KG082.txt	I	など	ナド	ナド	など	助詞-副助詞			ナド	和		
KG082.txt	I	外国	ガイコク	ガイコク	外国	名詞-普通名詞-一般			ガイコク	漢		
KG082.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG082.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和		
KG082.txt	I	べんきょう	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢		
KG082.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG082.txt	I	さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	スル	和		
KG082.txt	I	せる	セル	セル	せる	助動詞	下一段-サ行	終止形-一般	セル	和		
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	で	デ	デ	で	助詞-格助詞			デ	和		
KG082.txt	I	も	モ	モ	も	助詞-係助詞			モ	和		
KG082.txt	I	、			、	補助記号-読点				記号		
KG082.txt	I	外国	ガイコク	ガイコク	外国	名詞-普通名詞-一般			ガイコク	漢		
KG082.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢		
KG082.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和		
KG082.txt	I	子ども	コドモ	コドモ	子供	名詞-普通名詞-一般			コドモ	和		
KG082.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和	のころから	S,G
KG082.txt	I	べんきょう	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢		
KG082.txt	I	さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	スル	和		
KG082.txt	I	せれ	セレ	セル	せる	助動詞	下一段-サ行	仮定形-一般	セル	和		
KG082.txt	I	ば	バ	バ	ば	助詞-接続助詞			バ	和		
KG082.txt	I	なる	ナル	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連体形-一般	ナル	和	×	C,G
KG082.txt	I	ほど	ホド	ホド	ほど	助詞-副助詞			ホド	和	×	C,G
KG082.txt	I	うまく	ウマク	ウマイ	甘い	形容詞-一般	形容詞	連用形-一般	ウマイ	和		
KG082.txt	I	なる	ナル	ナル	成る	動詞-非自立可能	五段-ラ行-一般	終止形-一般	ナル	和		
KG082.txt	I	だろう	ダロー	ダ	だ	助動詞	助動詞-ダ	意志推量形	ダ	和		
KG082.txt	I	か	カ	カ	か	助詞-終助詞			カ	和		
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	それ	ソレ	ソレ	其れ	代名詞			ソレ	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG082.txt	I	まちがい	マチガイ	マチガイ	間違い	名詞-普通名詞-一般			マチガイ	和		
KG082.txt	I	だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	ダ	和		
KG082.txt	I	と	ト	ト	と	助詞-格助詞			ト	和		
KG082.txt	I	思う	オモウ	オモウ	思う	動詞-一般	五段-ワア行-一般	終止形-一般	オモウ	和		
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	私	ワタクシ	ワタクシ	私-代名詞	代名詞			ワタクシ	和	私は	G
KG082.txt	I	ようち	ヨーチ	ヨウチ	幼稚	形状詞-一般			ヨウチ	漢		
KG082.txt	I	えん	エン	エン	園	接尾辞-名詞的-一般			エン	漢		
KG082.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和		
KG082.txt	I	今	イマ	イマ	今	名詞-普通名詞-副詞可能			イマ	和		
KG082.txt	I	まで	マデ	マデ	まで	助詞-副助詞			マデ	和		
KG082.txt	I	ずっと	ズット	ズット	ずっと	副詞			ズット	和		
KG082.txt	I	央語	エーゴ	エイゴ	英語	名詞-普通名詞-一般			エイゴ	漢	英語	C
KG082.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和	を	G
KG082.txt	I	べんきょう	ベンキョー	ベンキョウ	勉強	名詞-普通名詞-サ変可能			ベンキョウ	漢		
KG082.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和		
KG082.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和	ている	G
KG082.txt	I	けど	ケド	ケレド	けれど	助詞-接続助詞			ケド	和	が	S
KG082.txt	I	、			、	補助記号-読点				記号		
KG082.txt	I	今	イマ	イマ	今	名詞-普通名詞-副詞可能			イマ	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和		
KG082.txt	I	央語	エーゴ	エイゴ	英語	名詞-普通名詞-一般			エイゴ	漢	英語	C
KG082.txt	I	で	デ	デ	で	助詞-格助詞			デ	和		
KG082.txt	I	会話	カイワ	カイワ	会話	名詞-普通名詞-サ変可能			カイワ	漢	簡単な会話	G,S
KG082.txt	I	さえ	サエ	サエ	さえ	助詞-副助詞			サエ	和		
KG082.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	スル	和		
KG082.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和		
KG082.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和	が	G
KG082.txt	I	でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	未然形-一般	デキル	和		
KG082.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	終止形-一般	ナイ	和		
KG082.txt	I	。			。	補助記号-句点				記号		
KG082.txt	B	それ	ソレ	ソレ	其れ	代名詞			ソレ	和		
KG082.txt	I	より	ヨリ	ヨリ	より	助詞-格助詞			ヨリ	和		
KG082.txt	I	大学	ダイガク	ダイガク	大学	名詞-普通名詞-一般			ダイガク	漢		
KG082.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和		
KG082.txt	I	入学	ニューガク	ニュウガク	入学	名詞-普通名詞-サ変可能			ニュウガク	漢		
KG082.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和		
KG082.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和		
KG082.txt	I	学ぶ	マナブ	マナブ	学ぶ	動詞-一般	五段-バ行	連体形-一般	マナブ	和	学んだ	G
KG082.txt	I	日ほん	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固	日本	C
