TM056jp.txt	I	I	アイ	アイ	Ｉ	記号-文字			アイ	記号
TM056jp.txt	B	新しい	アタラシー	アタラシイ	新しい	形容詞-一般	形容詞	連体形-一般	アタラシイ	和
TM056jp.txt	I	可能	カノー	カノウ	可能	形状詞-一般			カノウ	漢
TM056jp.txt	I	性	セー	セイ	性	接尾辞-名詞的-一般			セイ	漢
TM056jp.txt	B	□			□	補助記号-一般				記号
TM056jp.txt	I	科学	カガク	カガク	科学	名詞-普通名詞-サ変可能			カガク	漢
TM056jp.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
TM056jp.txt	I	勢い	イキオイ	イキオイ	勢い	名詞-普通名詞-一般			イキオイ	和	急速	C
TM056jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和	に	C
TM056jp.txt	I	発展	ハッテン	ハッテン	発展	名詞-普通名詞-サ変可能			ハッテン	漢
TM056jp.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	スル	和
TM056jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
TM056jp.txt	I	とも	トモ	トモ	共	名詞-普通名詞-一般			トモ	和
TM056jp.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
TM056jp.txt	I	、			、	補助記号-読点				記号
TM056jp.txt	I	インターネット	インターネット	インターネット	インターネット	名詞-普通名詞-一般			インターネット	外
TM056jp.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
TM056jp.txt	I	広く	ヒロク	ヒロイ	広い	形容詞-一般	形容詞	連用形-一般	ヒロイ	和
TM056jp.txt	I	使わ	ツカワ	ツカウ	使う	動詞-一般	五段-ワア行-一般	未然形-一般	ツカウ	和
TM056jp.txt	I	れる	レル	レル	れる	助動詞	下一段-ラ行-一般	連体形-一般	レル	和
TM056jp.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
TM056jp.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
TM056jp.txt	I	なっ	ナッ	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連用形-促音便	ナル	和
TM056jp.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
TM056jp.txt	I	。			。	補助記号-句点				記号
TM056jp.txt	B	エンターテーメント			エンターテーメント	名詞-普通名詞-一般
TM056jp.txt	I	だけ	ダケ	ダケ	だけ	助詞-副助詞			ダケ	和
TM056jp.txt	I	で	デ	ダ	だ	助動詞	助動詞-ダ	連用形-一般	ダ	和
TM056jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
TM056jp.txt	I	なく	ナク	ナイ	無い	形容詞-非自立可能	形容詞	連用形-一般	ナイ	和
TM056jp.txt	I	、			、	補助記号-読点				記号
TM056jp.txt	I	様々	サマザマ	サマザマ	様々	形状詞-一般			サマザマ	和
TM056jp.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和
TM056jp.txt	I	分野	ブンヤ	ブンヤ	分野	名詞-普通名詞-一般			ブンヤ	漢
TM056jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
TM056jp.txt	I	我々	ワレワレ	ワレワレ	我々	代名詞			ワレワレ	和
TM056jp.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
TM056jp.txt	I	多く	オーク	オオク	多く	名詞-普通名詞-副詞可能			オオク	和
TM056jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
TM056jp.txt	I	情報	ジョーホー	ジョウホウ	情報	名詞-普通名詞-一般			ジョウホウ	漢
TM056jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
TM056jp.txt	I	提供	テーキョー	テイキョウ	提供	名詞-普通名詞-サ変可能			テイキョウ	漢
TM056jp.txt	I	する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	スル	和	してくれる	G
TM056jp.txt	I	■			■	補助記号-一般				記号
TM056jp.txt	I	。			。	補助記号-句点				記号
TM056jp.txt	B	□			□	補助記号-一般				記号
TM056jp.txt	I	その	ソノ	ソノ	其の	連体詞			ソノ	和
TM056jp.txt	I	中	ナカ	ナカ	中	名詞-普通名詞-副詞可能			ナカ	和
TM056jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
TM056jp.txt	I	、			、	補助記号-読点				記号
TM056jp.txt	I	最も	モットモ	モットモ	最も	副詞			モットモ	和
TM056jp.txt	I	一般	イッパン	イッパン	一般	名詞-普通名詞-一般			イッパン	漢
TM056jp.txt	I	的	テキ	テキ	的	接尾辞-形状詞的			テキ	漢
TM056jp.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
TM056jp.txt	I	使わ	ツカワ	ツカウ	使う	動詞-一般	五段-ワア行-一般	未然形-一般	ツカウ	和
TM056jp.txt	I	れ	レ	レル	れる	助動詞	下一段-ラ行-一般	連用形-一般	レル	和
TM056jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
TM056jp.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	連体形-一般	イル	和
TM056jp.txt	I	の	ノ	ノ	の	助詞-準体助詞			ノ	和
TM056jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
TM056jp.txt	I	インターネット	インターネット	インターネット	インターネット	名詞-普通名詞-一般			インターネット	外
TM056jp.txt	I	上	ジョー	ジョウ	上	接尾辞-名詞的-副詞可能			ジョウ	漢
TM056jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
TM056jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
TM056jp.txt	I	ニュース	ニュース	ニュース	ニュース	名詞-普通名詞-一般			ニュース	外
TM056jp.txt	I	だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	ダ	和
TM056jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
TM056jp.txt	I	言えよう	イエヨー	イウ	言う	動詞-一般	下一段-ア行	意志推量形	イエル	和
TM056jp.txt	I	。			。	補助記号-句点				記号
TM056jp.txt	B	パソコン	パソコン	パソコン	パソコン	名詞-普通名詞-一般			パソコン	外
TM056jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
TM056jp.txt	I	つける	ツケル	ツケル	付ける	動詞-非自立可能	下一段-カ行	終止形-一般	ツケル	和
TM056jp.txt	I	と	ト	ト	と	助詞-接続助詞			ト	和
TM056jp.txt	I	、			、	補助記号-読点				記号
TM056jp.txt	I	まず	マズ	マズ	先ず	副詞			マズ	和
TM056jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
TM056jp.txt	I	YAHOO			YAHOO	名詞-普通名詞-一般
TM056jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
TM056jp.txt	I	GOOGLE			GOOGLE	名詞-普通名詞-一般
TM056jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
TM056jp.txt	I	ニュース	ニュース	ニュース	ニュース	名詞-普通名詞-一般			ニュース	外
TM056jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
TM056jp.txt	I	読む	ヨム	ヨム	読む	動詞-一般	五段-マ行	終止形-一般	ヨム	和
TM056jp.txt	I	。			。	補助記号-句点				記号
TM056jp.txt	B	それ	ソレ	ソレ	其れ	代名詞			ソレ	和
TM056jp.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和
TM056jp.txt	I	、			、	補助記号-読点				記号
TM056jp.txt	I	メール	メール	メール	メール-mail	名詞-普通名詞-サ変可能			メール	外
TM056jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
