KR006jp.txt	B	信用	シンヨー	シンヨウ	信用	名詞-普通名詞-サ変可能			シンヨウ	漢
KR006jp.txt	I	でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	未然形-一般	デキル	和
KR006jp.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	ナイ	和
KR006jp.txt	I	デジタル	デジタル	デジタル	デジタル	名詞-普通名詞-形状詞可能			デジタル	外
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	世界	セカイ	セカイ	世界	名詞-普通名詞-一般			セカイ	漢
KR006jp.txt	B	□			□	補助記号-一般				記号
KR006jp.txt	I	今	イマ	イマ	今	名詞-普通名詞-副詞可能			イマ	和
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	世界	セカイ	セカイ	世界	名詞-普通名詞-一般			セカイ	漢
KR006jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KR006jp.txt	I	デジタル	デジタル	デジタル	デジタル	名詞-普通名詞-形状詞可能			デジタル	外
KR006jp.txt	I	世界	セカイ	セカイ	世界	名詞-普通名詞-一般			セカイ	漢
KR006jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KR006jp.txt	I	言える	イエル	イウ	言う	動詞-一般	下一段-ア行	連体形-一般	イエル	和
KR006jp.txt	I	ほど	ホド	ホド	ほど	助詞-副助詞			ホド	和
KR006jp.txt	I	、			、	補助記号-読点				記号
KR006jp.txt	I	紙	カミ	カミ	紙	名詞-普通名詞-一般			カミ	和
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	データ	データ	データ	データ	名詞-普通名詞-一般			データ	外
KR006jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KR006jp.txt	I	テキスト	テキスト	テキスト	テキスト	名詞-普通名詞-一般			テキスト	外
KR006jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KR006jp.txt	I	全部	ゼンブ	ゼンブ	全部	名詞-普通名詞-副詞可能			ゼンブ	漢
KR006jp.txt	I	E	イー	イー	Ｅ	記号-文字			イー	記号
KR006jp.txt	I	-			-	名詞-普通名詞-サ変可能
KR006jp.txt	I	B	ビー	ビー	Ｂ	記号-文字			ビー	記号
KR006jp.txt	I	o	オー	オー	Ｏ	記号-文字			オー	記号
KR006jp.txt	I	o	オー	オー	Ｏ	記号-文字			オー	記号
KR006jp.txt	I	k	ケー	ケー	Ｋ	記号-文字			ケー	記号
KR006jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KR006jp.txt	I	いう	ユー	イウ	言う	動詞-一般	五段-ワア行-イウ	連体形-一般	イウ	和
KR006jp.txt	I	デジタル	デジタル	デジタル	デジタル	名詞-普通名詞-形状詞可能			デジタル	外
KR006jp.txt	I	しりょう	シリョー	シリョウ	資料	名詞-普通名詞-一般			シリョウ	漢
KR006jp.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KR006jp.txt	I	変わり	カワリ	カワル	変わる	動詞-一般	五段-ラ行-一般	連用形-一般	カワル	和
KR006jp.txt	I	つづけ	ツズケ	ツヅケル	続ける	動詞-非自立可能	下一段-カ行	連用形-一般	ツヅケル	和
KR006jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KR006jp.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	終止形-一般	イル	和
KR006jp.txt	I	■			■	補助記号-一般				記号
KR006jp.txt	I	。			。	補助記号-句点				記号
KR006jp.txt	B	□			□	補助記号-一般				記号
KR006jp.txt	I	その	ソノ	ソノ	其の	連体詞			ソノ	和
KR006jp.txt	I	中	ナカ	ナカ	中	名詞-普通名詞-副詞可能			ナカ	和
KR006jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KR006jp.txt	I	紙	カミ	カミ	紙	名詞-普通名詞-一般			カミ	和
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	新聞	シンブン	シンブン	新聞	名詞-普通名詞-一般			シンブン	漢
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KR006jp.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和
KR006jp.txt	I	もの	モノ	モノ	物	名詞-普通名詞-サ変可能			モノ	和
KR006jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KR006jp.txt	I	作ら	ツクラ	ツクル	作る	動詞-一般	五段-ラ行-一般	未然形-一般	ツクル	和
KR006jp.txt	I	なく	ナク	ナイ	ない	助動詞	助動詞-ナイ	連用形-一般	ナイ	和
KR006jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KR006jp.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KR006jp.txt	I	いい	イー	ヨイ	良い	形容詞-非自立可能	形容詞	終止形-一般	イイ	和
KR006jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KR006jp.txt	I	思っ	オモッ	オモウ	思う	動詞-一般	五段-ワア行-一般	連用形-促音便	オモウ	和
KR006jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KR006jp.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	連体形-一般	イル	和
KR006jp.txt	I	人	ヒト	ヒト	人	名詞-普通名詞-一般			ヒト	和
KR006jp.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KR006jp.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	連体形-一般	イル	和
KR006jp.txt	I	そう	ソー	ソウ	そう	名詞-助動詞語幹			ソウ	和
KR006jp.txt	I	で	デ	ダ	だ	助動詞	助動詞-ダ	連用形-一般	ダ	和
KR006jp.txt	I	ある	アル	アル	有る	動詞-非自立可能	五段-ラ行-一般	終止形-一般	アル	和
KR006jp.txt	I	。			。	補助記号-句点				記号
KR006jp.txt	B	もちろん	モチロン	モチロン	勿論	副詞			モチロン	漢
KR006jp.txt	I	、			、	補助記号-読点				記号
KR006jp.txt	I	最近	サイキン	サイキン	最近	名詞-普通名詞-副詞可能			サイキン	漢
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	ニュース	ニュース	ニュース	ニュース	名詞-普通名詞-一般			ニュース	外
KR006jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KR006jp.txt	I	必要	ヒツヨー	ヒツヨウ	必要	名詞-普通名詞-形状詞可能			ヒツヨウ	漢
KR006jp.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和
KR006jp.txt	I	生活	セーカツ	セイカツ	生活	名詞-普通名詞-サ変可能			セイカツ	漢
KR006jp.txt	I	じょうほう	ジョーホー	ジョウホウ	情報	名詞-普通名詞-一般			ジョウホウ	漢
KR006jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KR006jp.txt	I	インターネット	インターネット	インターネット	インターネット	名詞-普通名詞-一般			インターネット	外
KR006jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KR006jp.txt	I	見る	ミル	ミル	見る	動詞-非自立可能	上一段-マ行	連体形-一般	ミル	和
KR006jp.txt	I	こと	コト	コト	事	名詞-普通名詞-一般			コト	和
KR006jp.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KR006jp.txt	I	できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	終止形-一般	デキル	和
KR006jp.txt	I	から	カラ	カラ	から	助詞-接続助詞			カラ	和
KR006jp.txt	I	、			、	補助記号-読点				記号
KR006jp.txt	I	新聞	シンブン	シンブン	新聞	名詞-普通名詞-一般			シンブン	漢
KR006jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KR006jp.txt	I	雑誌	ザッシ	ザッシ	雑誌	名詞-普通名詞-一般			ザッシ	漢
KR006jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KR006jp.txt	I	りよう	リヨー	リヨウ	利用	名詞-普通名詞-サ変可能			リヨウ	漢
KR006jp.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	未然形-一般	スル	和
KR006jp.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	ナイ	和
KR006jp.txt	I	人	ヒト	ヒト	人	名詞-普通名詞-一般			ヒト	和
KR006jp.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KR006jp.txt	I	ほとんど	ホトンド	ホトンド	殆ど	名詞-普通名詞-副詞可能			ホトンド	和
KR006jp.txt	I	で	デ	ダ	だ	助動詞	助動詞-ダ	連用形-一般	ダ	和
KR006jp.txt	I	ある	アル	アル	有る	動詞-非自立可能	五段-ラ行-一般	終止形-一般	アル	和
KR006jp.txt	I	。			。	補助記号-句点				記号
KR006jp.txt	B	だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	ダ	和
KR006jp.txt	I	から	カラ	カラ	から	助詞-接続助詞			カラ	和
KR006jp.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KR006jp.txt	I	いっ	イッ	イウ	言う	動詞-一般	五段-ワア行-イウ	連用形-促音便	イウ	和
KR006jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KR006jp.txt	I	新聞	シンブン	シンブン	新聞	名詞-普通名詞-一般			シンブン	漢
KR006jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KR006jp.txt	I	雑誌	ザッシ	ザッシ	雑誌	名詞-普通名詞-一般			ザッシ	漢
KR006jp.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KR006jp.txt	I	作ら	ツクラ	ツクル	作る	動詞-一般	五段-ラ行-一般	未然形-一般	ツクル	和
KR006jp.txt	I	なく	ナク	ナイ	ない	助動詞	助動詞-ナイ	連用形-一般	ナイ	和
KR006jp.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KR006jp.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KR006jp.txt	I	いい	イー	ヨイ	良い	形容詞-非自立可能	形容詞	連体形-一般	イイ	和
KR006jp.txt	I	わけ	ワケ	ワケ	訳	名詞-普通名詞-一般			ワケ	和
KR006jp.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KR006jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KR006jp.txt	I	ない	ナイ	ナイ	無い	形容詞-非自立可能	形容詞	終止形-一般	ナイ	和
KR006jp.txt	I	■			■	補助記号-一般				記号
KR006jp.txt	I	。			。	補助記号-句点				記号
KR006jp.txt	B	□			□	補助記号-一般				記号
KR006jp.txt	I	世界	セカイ	セカイ	世界	名詞-普通名詞-一般			セカイ	漢
KR006jp.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KR006jp.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KR006jp.txt	I	お	オ	オ	御	接頭辞			オ	和
KR006jp.txt	I	金持	カネモチ	カネモチ	金持ち	名詞-普通名詞-一般			カネモチ	和
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	人	ヒト	ヒト	人	名詞-普通名詞-一般			ヒト	和
KR006jp.txt	I	たち	タチ	タチ	達	接尾辞-名詞的-一般			タチ	和
KR006jp.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和	も	G
KR006jp.txt	I	いれ	イレ	イル	居る	動詞-非自立可能	上一段-ア行	仮定形-一般	イル	和
KR006jp.txt	I	ば	バ	バ	ば	助詞-接続助詞			バ	和
KR006jp.txt	I	びんぼう	ビンボー	ビンボウ	貧乏	名詞-普通名詞-サ変形状詞可能			ビンボウ	漢
KR006jp.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和
KR006jp.txt	I	人	ヒト	ヒト	人	名詞-普通名詞-一般			ヒト	和
KR006jp.txt	I	たち	タチ	タチ	達	接尾辞-名詞的-一般			タチ	和
KR006jp.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KR006jp.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	終止形-一般	イル	和
KR006jp.txt	I	。			。	補助記号-句点				記号
KR006jp.txt	B	お	オ	オ	御	接頭辞			オ	和
KR006jp.txt	I	金	カネ	カネ	金	名詞-普通名詞-一般			カネ	和
KR006jp.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KR006jp.txt	I	よゆう	ヨユー	ヨユウ	余裕	名詞-普通名詞-一般			ヨユウ	漢
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	ない	ナイ	ナイ	無い	形容詞-非自立可能	形容詞	連体形-一般	ナイ	和
KR006jp.txt	I	人	ヒト	ヒト	人	名詞-普通名詞-一般			ヒト	和
KR006jp.txt	I	たち	タチ	タチ	達	接尾辞-名詞的-一般			タチ	和
KR006jp.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KR006jp.txt	I	体	カラダ	カラダ	体	名詞-普通名詞-一般			カラダ	和
KR006jp.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KR006jp.txt	I	不	フ	フ	不	接頭辞			フ	漢
KR006jp.txt	I	自由	ジユー	ジユウ	自由	名詞-普通名詞-形状詞可能			ジユウ	漢
